match_id,started_at,demo_url
1-7043c440-f817-4437-9c3c-517b15facb21,1535328863,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/fa62195f-dfb5-4580-acc3-dab4b0b06cb9/fa62195f-dfb5-4580-acc3-dab4b0b06cb9.dem.gz
1-4bde6f25-e715-406e-843a-43d6e5b4f040,1535325562,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/56da7729-bbd0-4435-825e-c6b5ee59e783/56da7729-bbd0-4435-825e-c6b5ee59e783.dem.gz
1-595cb11d-0a03-4b1d-b11e-d32248062bd9,1535323681,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/c8cad36b-9cc6-41e6-804a-3628380508ce/c8cad36b-9cc6-41e6-804a-3628380508ce.dem.gz
1-359b8c6b-389b-4554-9eea-aa96586cb359,1535320030,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/a8f8a541-f046-42a7-97b6-b74a28ec0842/a8f8a541-f046-42a7-97b6-b74a28ec0842.dem.gz
1-65698de5-8bf5-43f3-a123-fa3223d26cd1,1535316812,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/19ed5035-256b-4cec-86cd-b52dbf7bdef1/19ed5035-256b-4cec-86cd-b52dbf7bdef1.dem.gz
1-c22827a1-ca82-4600-acf7-ce0818c47b30,1535314130,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/247bbe8f-1826-4b3a-b01b-4df780acbaa0/247bbe8f-1826-4b3a-b01b-4df780acbaa0.dem.gz
1-ee969f38-4203-42db-a85a-33922047fead,1535304279,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/b812593f-2443-4d78-bd6c-70e5860fc845/b812593f-2443-4d78-bd6c-70e5860fc845.dem.gz
1-f1d91ec7-59ec-4572-afd2-ba10a8435b66,1535301806,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/7c2f5055-508c-41bb-8a2d-cb7372b0c4e1/7c2f5055-508c-41bb-8a2d-cb7372b0c4e1.dem.gz
1-5e0a2249-629a-4539-a087-4870ff00c61a,1535298385,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/71bccdc6-9555-41ed-9832-065d86cd8464/71bccdc6-9555-41ed-9832-065d86cd8464.dem.gz
1-e19cd726-f75a-4288-93a8-251f8ad23cff,1535294119,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/10cdba41-45ee-46c4-a077-81f838dd39fa/10cdba41-45ee-46c4-a077-81f838dd39fa.dem.gz
